,artistName,venueName,streamingEvent,title,locationText,artistUrl,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,endsAt,timezone,locale,date_range,is_weekend,num_semaine,jour_avant,event_duration,popularity
5877,Marc Scibilia,Elsewhere,False,,"Brooklyn, NY",https://www.bandsintown.com/a/324432-marc-scibilia?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5878,SKORTS,Our Wicked Lady,False,,"Brooklyn, NY",https://www.bandsintown.com/a/15560447-skorts?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5879,David Bixler,Irish Repertory Theatre,False,David Bixler Auction Project featuring Arturo O'Farrill,"New York, NY",https://www.bandsintown.com/a/1359425-david-bixler?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 21:30:00,America/New_York,en,events,False,4,23,2.5,Low
5880,RY X,Warsaw,False,,"Brooklyn, NY",https://www.bandsintown.com/a/7706070-ry-x?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,65,65,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Very High
5881,Today Is the Day,The Meadows,False,,"Brooklyn, NY",https://www.bandsintown.com/a/20169-today-is-the-day?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,High
5882,feralromance,Sanger Hall,False,,"Long Island City, NY",https://www.bandsintown.com/a/15501637-feralromance?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5883,Bronx,Flip Circus - The Mall at Bay Plaza,False,,"The Bronx, NY",https://www.bandsintown.com/a/211106-bronx?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5884,CIRCO HERMANOS VAZQUEZ,Circus Vazquez - Garden State Plaza,False,,"Paramus, NJ",https://www.bandsintown.com/a/13102439-circo-hermanos-vazquez?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5885,Elena Bonomo,The Town Hall,False,Well Behaved Women,"New York City, NY",https://www.bandsintown.com/a/14334257-elena-bonomo?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5886,Braxton Cook,Baby's All Right,False,,"Brooklyn, NY",https://www.bandsintown.com/a/4908627-braxton-cook?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Medium
5887,Jake and Abe,The Sultan Room,False,NY Album Release Show,"Brooklyn, NY",https://www.bandsintown.com/a/15376154-jake-and-abe?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5888,Lucas Hunter,Sanger Hall,False,,"Long Island City, NY",https://www.bandsintown.com/a/5611637-lucas-hunter?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5889,Sarah Juers,Sanger Hall,False,,"Long Island City, NY",https://www.bandsintown.com/a/13321752-sarah-juers?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5890,OESTE,Sanger Hall,False,,"Long Island City, NY",https://www.bandsintown.com/a/2551905-oeste?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5891,Montego Glover,St. James Theatre,False,Only Make Believe Gala 2024,"New York, NY",https://www.bandsintown.com/a/15552014-montego-glover?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 21:30:00,America/New_York,en,events,False,4,23,2.5,Low
5892,The Great Gatsby,Broadway Theatre,False,,"New York, NY",https://www.bandsintown.com/a/1086340-the-great-gatsby?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5893,Pebbles&TamTam,Music Hall of Williamsburg,False,,"Brooklyn, NY",https://www.bandsintown.com/a/15554719-pebblesandtamtam?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,5,5,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,High
5894,Husbandry,The Meadows,False,,"Brooklyn, NY",https://www.bandsintown.com/a/3002878-husbandry?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,High
5895,Zone,The Meadows,False,,"Brooklyn, NY",https://www.bandsintown.com/a/50711-zone?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5896,Curtis Nowosad,Baby's All Right,False,Braxton Cook at Baby's All Right,"Brooklyn, NY",https://www.bandsintown.com/a/5283173-curtis-nowosad?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 21:30:00,America/New_York,en,events,False,4,23,2.5,Low
5897,The Classical (NY),Sundown Bar,False,"The Classical, A Country Western, Bondo, Oliver Salvo","Ridgewood, NY",https://www.bandsintown.com/a/15543940-the-classical-(ny)?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 23:00:00,America/New_York,en,events,False,4,23,4.0,Low
5898,Anthony Hervey Music,Dizzy's Club,False,FUTURE OF JAZZ ORCHESTRA | DIZZY'S CLUB,"New York City, NY",https://www.bandsintown.com/a/14985981-anthony-hervey-music?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Medium
5899,Marina,POWERHOUSE Arena,False,,"Brooklyn, NY",https://www.bandsintown.com/a/275369-marina?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,315,315,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Very High
5900,Chase Atlantic,Barclays Center,False,,"Brooklyn, NY",https://www.bandsintown.com/a/4574676-chase-atlantic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,760,760,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Very High
5901,Kyoko Kitamura,Roulette Intermedium,False,Charles Gayle Memorial,"Brooklyn, NY",https://www.bandsintown.com/a/15544384-kyoko-kitamura?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5902,Candice,Sanger Hall,False,,"Long Island City, NY",https://www.bandsintown.com/a/678162-candice?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Low
5903,Omar Rudberg,Music Hall of Williamsburg,False,,"Brooklyn, NY",https://www.bandsintown.com/a/3559254-omar-rudberg?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,352,352,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Very High
5904,See Plus,The Bowery Electric,False,,"New York City, NY",https://www.bandsintown.com/a/12104687-see-plus?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 23:30:00,America/New_York,en,events,False,4,23,4.5,Low
5905,Kolumbo,TV Eye,False,"""Sandy Legs"" NYC Record Release Show at TV Eye","Ridgewood, NY",https://www.bandsintown.com/a/3391946-kolumbo?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:00:00,2024-10-28 22:00:00,America/New_York,en,events,False,4,23,3.0,Low
5906,The Notebook,Gerald Schoenfeld Theatre,False,,"New York, NY",https://www.bandsintown.com/a/560094-the-notebook?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-28 19:00:00,2024-10-28 20:00:00,America/New_York,en,events,False,4,23,1.0,Medium
5907,David Garfield,The Bitter End,False,David Garfield's All-Star Band at The Bitter End,"New York City, NY",https://www.bandsintown.com/a/103123-david-garfield?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-28 19:30:00,2024-10-28 21:30:00,America/New_York,en,events,False,4,23,2.0,High
5908,Jon De Lucia Music,"Elebash Recital Hall, The Graduate Center",False,Brubeck Octet Project at Elebash Hall,"New York City, NY",https://www.bandsintown.com/a/14590885-jon-de-lucia-music?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 19:30:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.5,High
5909,Stand Up Comedy,Greenwich Village Comedy Club,False,,"New York, NY",https://www.bandsintown.com/a/1307744-stand-up-comedy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:30:00,2024-10-28 20:30:00,America/New_York,en,events,False,4,23,1.0,Low
5910,Davide Pannozzo,The Bitter End,False,,"New York City, NY",https://www.bandsintown.com/a/756358-davide-pannozzo?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 19:30:00,2024-10-28 20:30:00,America/New_York,en,events,False,4,23,1.0,High
5911,Randy Ingram,Mezzrow,False,,"New York City, NY",https://www.bandsintown.com/a/473945-randy-ingram?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 19:30:00,2024-10-28 22:00:00,America/New_York,en,events,False,4,23,2.5,Low
5912,Theo Kandel,the broadway,False,,"Brooklyn, NY",https://www.bandsintown.com/a/8441650-theo-kandel?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5913,Freelance,Blue Note Jazz Club,False,,"New York, NY",https://www.bandsintown.com/a/425698-freelance?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5914,Arny Margret,Warsaw,False,,"Brooklyn, NY",https://www.bandsintown.com/a/15512065-arny-margret?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5915,Sleep House,The Bowery Electric,False,,"New York City, NY",https://www.bandsintown.com/a/13572459-sleep-house?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,Low
5916,Eric Lindell,Milestone,False,,"Redding, CT",https://www.bandsintown.com/a/13889-eric-lindell?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-28 20:00:00,2024-10-28 23:00:00,America/New_York,en,events,False,4,23,3.0,High
5917,James Carpinello,Sony Hall,False,,"New York City, NY",https://www.bandsintown.com/a/751283-james-carpinello?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5918,Huey Lewis,Sony Hall,False,,"New York City, NY",https://www.bandsintown.com/a/147002-huey-lewis?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5919,Late Slip,Purgatory,False,,"East New York, NY",https://www.bandsintown.com/a/2439840-late-slip?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,Low
5920,The Black Mariah Theater,Purgatory,False,,"East New York, NY",https://www.bandsintown.com/a/9085285-the-black-mariah-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,Low
5921,24kGoldn,Barclays Center,False,,"Brooklyn, NY",https://www.bandsintown.com/a/15489920-24kgoldn?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,7,7,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,Very High
5922,Lauren Pritchard,Sony Hall,False,,"New York City, NY",https://www.bandsintown.com/a/39668-lauren-pritchard?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5923,Jordy Searcy,the broadway,False,,"Brooklyn, NY",https://www.bandsintown.com/a/2165538-jordy-searcy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,29,29,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,Very High
5924,Alexa Ray Joel,Sony Hall,False,,"New York City, NY",https://www.bandsintown.com/a/2032-alexa-ray-joel?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5925,Tamika Lawrence,Sony Hall,False,,"New York City, NY",https://www.bandsintown.com/a/11428449-tamika-lawrence?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,High
5926,Bernadette Peters,Stern Auditorium / Perelman Stage at Carnegie Hall,False,,"New York City, NY",https://www.bandsintown.com/a/29068-bernadette-peters?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,103,103,2024-10-28 20:00:00,2024-10-28 21:00:00,America/New_York,en,events,False,4,23,1.0,Very High
5927,Kai Gluska,Hotel Delmano,False,Kai Gluska Trio,"Kings Point, NY",https://www.bandsintown.com/a/15509443-kai-gluska?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 20:30:00,2024-10-28 22:30:00,America/New_York,en,events,False,4,23,2.0,Low
5928,Noé Socha,Saint Tuesday,False,Noé Socha at Saint Tuesday,"New York City, NY",https://www.bandsintown.com/a/3499167-noe-socha?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 21:00:00,2024-10-28 23:30:00,America/New_York,en,events,False,4,23,2.5,Low
5929,Jim Caruso,Birdland,False,,"New York, NY",https://www.bandsintown.com/a/5410814-jim-caruso?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-28 21:30:00,2024-10-28 22:30:00,America/New_York,en,events,False,4,23,1.0,Low
5930,Emily Beck,John Jay Homestead Farm Market,False,Emily Beck at the John Jay Homestead,"Katonah, NY",https://www.bandsintown.com/a/14545332-emily-beck?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 11:00:00,2024-10-26 13:00:00,America/New_York,en,events,True,4,25,2.0,Low
5931,John Finch,St Mary's Winfield,False,St. Mary's Winfield High School Retreat,"Queens, NY",https://www.bandsintown.com/a/2115895-john-finch?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 12:00:00,2024-10-26 13:00:00,America/New_York,en,events,True,4,25,1.0,Low
5932,Songbird Official Music,The Grove at Shrewsbury,False,The Grove at Shrewsbury West,"Shrewsbury, NJ",https://www.bandsintown.com/a/15507503-songbird-official-music?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 12:00:00,2024-10-26 15:00:00,America/New_York,en,events,True,4,25,3.0,Low
5933,StereoPhonic,John Golden Theatre,False,,"New York City, NY",https://www.bandsintown.com/a/2449338-stereophonic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 13:00:00,2024-10-26 14:00:00,America/New_York,en,events,True,4,25,1.0,Low
5934,Il Trovatore,Metropolitan Opera,False,,"New York, NY",https://www.bandsintown.com/a/29288-il-trovatore?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 13:00:00,2024-10-26 14:00:00,America/New_York,en,events,True,4,25,1.0,Low
5935,The Strange Brew Crew,Hopewell Valley Vineyards,False,Hopewell Valley Vineyards,"Pennington, NJ",https://www.bandsintown.com/a/10370187-the-strange-brew-crew?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 13:00:00,2024-10-26 16:00:00,America/New_York,en,events,True,4,25,3.0,Low
5936,CIRCO HERMANOS VAZQUEZ,Circus Vazquez - Garden State Plaza,False,,"Paramus, NJ",https://www.bandsintown.com/a/13102439-circo-hermanos-vazquez?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 13:00:00,2024-10-26 14:00:00,America/New_York,en,events,True,4,25,1.0,Low
5937,Briana Elyse Hunter,Metropolitan Opera,False,Il Trovatore,"New York, NY",https://www.bandsintown.com/a/6312850-briana-elyse-hunter?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 13:00:00,2024-10-26 14:00:00,America/New_York,en,events,True,4,25,1.0,Low
5938,Stormy Daniels,The New Jersey Convention and Exposition Center,False,Exxxotica Convention,"Edison, NJ",https://www.bandsintown.com/a/4487751-stormy-daniels?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-26 13:00:00,2024-10-26 22:00:00,America/New_York,en,events,True,4,25,9.0,High
5939,Similar Kind,50 Washington St,False,Halloween Night Fair,"Norwalk, CT",https://www.bandsintown.com/a/15495386-similar-kind?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,8,8,2024-10-26 14:00:00,2024-10-26 22:00:00,America/New_York,en,events,True,4,25,8.0,Very High
5940,Romeo and Juliet,Circle in Square,False,,"New York, NY",https://www.bandsintown.com/a/231776-romeo-and-juliet?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-26 14:00:00,2024-10-26 15:00:00,America/New_York,en,events,True,4,25,1.0,Medium
5941,Dan Wilson Jazz Guitarist,The Appel Room,False,CELEBRATING HARRY BELAFONTE WITH RENÉ MARIE,"New York City, NY",https://www.bandsintown.com/a/15530590-dan-wilson-jazz-guitarist?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-26 14:00:00,2024-10-26 15:30:00,America/New_York,en,events,True,4,25,1.5,Medium
5942,The Little Mermen,Sugar Loaf Performing Arts Center,False,The Sugar Loaf Halloween Festival,"Chester, NY",https://www.bandsintown.com/a/9889655-the-little-mermen?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-26 14:00:00,2024-10-26 15:30:00,America/New_York,en,events,True,4,25,1.5,Medium
5943,Rene Marie,The Appel Room,False,JUMP IN THE LINE! A Musical Celebration of Harry Belafonté w/ RENÉ MARIE & Experiment In Truth + Special Guests,"New York City, NY",https://www.bandsintown.com/a/272763-rene-marie?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 14:00:00,2024-10-26 15:00:00,America/New_York,en,events,True,4,25,1.0,Low
5944,The Great Gatsby,Broadway Theatre,False,,"New York, NY",https://www.bandsintown.com/a/1086340-the-great-gatsby?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 14:00:00,2024-10-26 15:00:00,America/New_York,en,events,True,4,25,1.0,Low
5945,Sunset Boulevard,St. James Theatre,False,,"New York, NY",https://www.bandsintown.com/a/75549-sunset-boulevard?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 14:00:00,2024-10-26 15:00:00,America/New_York,en,events,True,4,25,1.0,Low
5946,Alan Turner,Algonquin Arts Theatre,False,,"Manasquan, NJ",https://www.bandsintown.com/a/1207760-alan-turner?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-26 14:00:00,2024-10-26 15:00:00,America/New_York,en,events,True,4,25,1.0,High
5947,minus32heartbeat,Saint John's In the Village,False,Solo Show,"New York City, NY",https://www.bandsintown.com/a/15553029-minus32heartbeat?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-26 14:00:00,2024-10-26 15:00:00,America/New_York,en,events,True,4,25,1.0,Medium
5948,Liz Hanley,Gun Hil Publick House,False,Gun Hill Publick House Trad Session,"Kings Point, NY",https://www.bandsintown.com/a/7147813-liz-hanley?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 15:00:00,2024-10-26 18:00:00,America/New_York,en,events,True,4,25,3.0,Low
5949,Big Bang Baby,Bar Anticipation,False,Corporate Event,"Belmar, NJ",https://www.bandsintown.com/a/173795-big-bang-baby?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 15:00:00,2024-10-26 16:00:00,America/New_York,en,events,True,4,25,1.0,Low
5950,Catherine Russell,Frederick P. Rose Hall,False,Family Concert: What Is The Jazz Age?,"New York City, NY",https://www.bandsintown.com/a/48444-catherine-russell?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,5,5,2024-10-26 15:00:00,2024-10-26 16:00:00,America/New_York,en,events,True,4,25,1.0,High
5951,Man Man,Pioneer Works,False,,"New York City, NY",https://www.bandsintown.com/a/3187-man-man?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,9,9,2024-10-26 16:00:00,2024-10-26 17:00:00,America/New_York,en,events,True,4,25,1.0,Very High
5952,Monobloc,Pioneer Works,False,,"New York City, NY",https://www.bandsintown.com/a/15540670-monobloc?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-26 16:00:00,2024-10-26 17:00:00,America/New_York,en,events,True,4,25,1.0,High
5953,Peel Dream Magazine,Pioneer Works,False,,"New York City, NY",https://www.bandsintown.com/a/15117338-peel-dream-magazine?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-26 16:00:00,2024-10-26 17:00:00,America/New_York,en,events,True,4,25,1.0,Medium
5954,Modified Magic,Den of Wax,False,Modified Magic (Vinyl DJ Set),"Ossining, NY",https://www.bandsintown.com/a/15555364-modified-magic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 16:00:00,2024-10-26 18:00:00,America/New_York,en,events,True,4,25,2.0,Low
5955,Les Savy Fav,Pioneer Works,False,,"New York City, NY",https://www.bandsintown.com/a/7198-les-savy-fav?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,12,12,2024-10-26 16:00:00,2024-10-26 17:00:00,America/New_York,en,events,True,4,25,1.0,Very High
5956,It Dies Today,Starland Ballroom,False,,"Sayreville, NJ",https://www.bandsintown.com/a/673-it-dies-today?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,17,17,2024-10-26 16:30:00,2024-10-26 17:30:00,America/New_York,en,events,True,4,25,1.0,Very High
5957,Walls Of Jericho,Starland Ballroom,False,,"Sayreville, NJ",https://www.bandsintown.com/a/1569-walls-of-jericho?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,16,16,2024-10-26 16:30:00,2024-10-26 17:30:00,America/New_York,en,events,True,4,25,1.0,Very High
5958,Ringworm,Starland Ballroom,False,,"Sayreville, NJ",https://www.bandsintown.com/a/10485-ringworm?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,6,6,2024-10-26 16:30:00,2024-10-26 17:30:00,America/New_York,en,events,True,4,25,1.0,Very High
5959,This Is Hell,Starland Ballroom,False,,"Sayreville, NJ",https://www.bandsintown.com/a/2266-this-is-hell?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 16:30:00,2024-10-26 17:30:00,America/New_York,en,events,True,4,25,1.0,Low
5960,Sludge Bunny,Heaven Can Wait,False,Smells like Halloween spirit,"New York, NY",https://www.bandsintown.com/a/15516320-sludge-bunny?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-26 17:00:00,2024-10-26 18:00:00,America/New_York,en,events,True,4,25,1.0,Low
